rank	source	target	interaction	pearson_r	abs_r	correlation_sign	source_degree	target_degree	core_score	source_annotation	target_annotation
981	Lchi16402	Lchi18724	positive_coexpression	0.95939231	0.95939231	positive	1015	178	407.79251994	transcription factor MYB20-like	protein DETOXIFICATION 33-like
982	Lchi24373	Lchi05990	positive_coexpression	0.98570317	0.98570317	positive	978	175	407.78815338	protein YABBY 4-like	oleosin Cor a 13-like
983	Lchi24981	Lchi11589	positive_coexpression	0.99016112	0.99016112	positive	986	172	407.76368945	protein TIFY 6B isoform X2	ribonuclease 3-like
984	Lchi25021	Lchi06686	positive_coexpression	0.99391925	0.99391925	positive	990	170	407.74923977	heat stress transcription factor A-2b-like	desmethyl-yatein O-methyltransferase-like
985	Lchi01491	Lchi31555	negative_coexpression	-0.98874694	0.98874694	negative	983	173	407.74154380	scarecrow-like protein 27	protein CHUP1, chloroplastic-like isoform X1
986	Lchi02953	Lchi22140	positive_coexpression	0.96745938	0.96745938	positive	1070	166	407.73563805	homeobox-leucine zipper protein ATHB-13-like isoform X1	ABC transporter G family member 8-like
987	Lchi06060	Lchi04752	positive_coexpression	0.97915739	0.97915739	positive	1020	170	407.73411717	squamosa promoter-binding-like protein 7	ABC transporter-like protein
988	Lchi13371	Lchi01000	positive_coexpression	0.96967626	0.96967626	positive	1040	170	407.72551833	ethylene-responsive transcription factor 4-like	V-type proton ATPase subunit B 2 isoform X1
989	Lchi09693	Lchi22888	negative_coexpression	-0.99049753	0.99049753	negative	1033	164	407.68570307	homeobox-leucine zipper protein ATHB-6-like	metallothionein-like protein type 2
990	Lchi01491	Lchi00354	positive_coexpression	0.98576182	0.98576182	positive	983	174	407.68372675	scarecrow-like protein 27	stress-related protein-like
991	Lchi06060	Lchi16615	positive_coexpression	0.97046518	0.97046518	positive	1020	173	407.66468865	squamosa promoter-binding-like protein 7	germin-like protein 5-1
992	Lchi05992	Lchi25757	positive_coexpression	0.98723215	0.98723215	positive	1021	167	407.65276904	ethylene-responsive transcription factor 2-like	cytochrome P450 71A1-like
993	Lchi15589	Lchi02670	positive_coexpression	0.96861506	0.96861506	positive	1067	166	407.65002275	trihelix transcription factor GTL1 isoform X1	peroxisomal (S)-2-hydroxyacid oxidase GLO4-like isoform X1
994	Lchi08779	Lchi13511	positive_coexpression	0.97655457	0.97655457	positive	1025	170	407.64574180	AP2/ERF and B3 domain-containing transcription repressor RAV2-like	auxin-induced protein 22B-like
995	Lchi20729	Lchi18550	positive_coexpression	0.98925674	0.98925674	positive	993	171	407.64460343	transcription factor PIF4-like isoform X2	probable BOI-related E3 ubiquitin-protein ligase 3
996	Lchi13937	Lchi11825	negative_coexpression	-0.97408915	0.97408915	negative	1030	170	407.60713634	B3 domain-containing protein Os03g0212300-like	nudix hydrolase 12, mitochondrial-like
997	Lchi05992	Lchi00354	positive_coexpression	0.96703255	0.96703255	positive	1021	174	407.59475587	ethylene-responsive transcription factor 2-like	stress-related protein-like
998	Lchi23901	Lchi05297	positive_coexpression	0.99185777	0.99185777	positive	1111	152	407.59441384	B-box zinc finger protein 20-like	beta-hexosaminidase 3-like
999	Lchi06060	Lchi05599	positive_coexpression	0.96196735	0.96196735	positive	1020	176	407.58364770	squamosa promoter-binding-like protein 7	protein kinase PINOID 2
1000	Lchi06007	Lchi13411	positive_coexpression	0.99010581	0.99010581	positive	1027	165	407.57618780	homeobox-leucine zipper protein HAT2-like	probable protein phosphatase 2C 39
